Sector,Salary Paid,Taxable Benefits,Employer,Position,Calendar Year,ID
Ontario Public Service,"$125,975.73",$250.65,Attorney General,Assistant Crown Attorney,2001,c0db2b245250bdf97df8b4c3ee58191dd43a20e331774f05d90d5cc8d4f62387
Ontario Public Service,"$144,157.55",$294.00,Attorney General,Legal Counsel,2001,b707e76d944d9393be1ace8d082d768132ab1712ff1fc0ad4213e42d58083505
Ontario Public Service,"$156,492.83",$311.58,Attorney General,Solicitor,2001,599476757198c6282f0295f5aaa0bf766d3a8e818be1ba3f16c487f09b3adfd3
Ontario Public Service,"$157,081.11",$312.78,Attorney General,Crown Counsel,2001,402697a866e2a4e25e170eb5160ff86150db95046ba48b41b99bb47f98ad03d8
Ontario Public Service,"$151,364.72",$303.66,Attorney General,Assistant Crown Attorney,2001,47f4a72e16d3db957c293010c452d94932b9783f20ff07c215fa1c9f877a4ecc
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,3066f35c1eb2312159e0781a611b070a6b42d2327e42519fdddeda2f91558c80
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,dfca64830cdb1b54782d5667e17ccef4444f7cfbcfddc48f46a6b6e0b85c15d3
Ontario Public Service,"$118,083.31",$234.87,Attorney General,Counsel,2001,c46de96989e8855082fe75348d34739fe731943f29c13f90008440785095a7d0
Ontario Public Service,"$107,609.16",$176.74,Attorney General,Presiding Justice of the Peace,2001,da061b0a00a3c87075db9b326616ed1aff1a7b5a1fab2671cc6bc8c44dee2f72
Ontario Public Service,"$136,278.63",$269.94,Attorney General,Assistant Crown Attorney,2001,5e0d956327d4bff80bb1765be0ba6c03b551f3e7580258dd5dfd144dd311132b
Ontario Public Service,"$178,732.60","$3,700.56",Attorney General,Regional Senior Judge,2001,8f2e5c38ee6464d4c1a8a89cce525b0a7e990264a6eefcddbbc333dd997bcbb2
Ontario Public Service,"$189,002.86",$376.47,Attorney General,General Counsel,2001,2a134fd91fa53dd53b70209c67baf4474aeb8205ef76e7c93ccd26e001d1c0c5
Ontario Public Service,"$171,827.53",$342.00,Attorney General,Assistant Crown Attorney,2001,c8a40df48149c5c01c2f8a133cc438798eef193ce227ea01cae9015c67a47523
Ontario Public Service,"$150,299.32",$299.10,Attorney General,Litigation Counsel,2001,ecf65c21d8189455549046dcd42b291c972c5773e613ba5f013cc15c814baeab
Ontario Public Service,"$157,388.84",$312.87,Attorney General,Crown Attorney,2001,184ff8e2c0608695330c2fc667d412a92dadf58e087d338b0a3aa90a0fd3e91c
Ontario Public Service,"$125,959.65",$250.32,Attorney General,Counsel,2001,1101c017cfa0d39d79481e9aee3f74f99f315eb3edd089635a13b22b3c16b617
Ontario Public Service,"$134,309.73",$267.72,Attorney General,Legal Counsel,2001,0ff04aa08b3ae7d1320581c184a504308d60508e17783d5bf25d20a2f4b424ae
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,432bff46f34421af5860f8d91df4295260b402eeb2a0ccc27460e69e34e01651
Ontario Public Service,"$115,601.15",$184.82,Attorney General,Presiding Justice of the Peace,2001,f3fafbd08598b1acd4a0689a10bbb2988ef213302db2b2b0b45460be8abab9fe
Ontario Public Service,"$147,413.02",$293.52,Attorney General,"Senior Solicitor, Social Housing",2001,88d8abe6d2343355302388da38264482f77e98c506d11c63f51e673ddfd3762d
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,ca5fe43989879b938db2eded8e3dfddbc35e4b92211ed3fecd0ae1be8aa41fdc
Ontario Public Service,"$117,397.68",$77.86,Attorney General,Presiding Justice of the Peace,2001,aa0f263b390944114afadb44dcbed77b6a4ce0daab5d22f1b369e610505793c0
Ontario Public Service,"$109,169.90",$231.76,Attorney General,Assistant Crown Attorney,2001,bd038e12e9dee4e5bf71de88e2975c31745973c600989181c846eddbd19cfd4a
Ontario Public Service,"$107,482.25",$215.04,Attorney General,Assistant Crown Attorney,2001,7eee32535b59b6d448e062bcd14101a0acb1101c3ce3b9d867fe878a7f37639e
Ontario Public Service,"$157,081.11",$312.78,Attorney General,Assistant Crown Attorney,2001,0e9afaa4517e3c24ddf373fdbf33efba7c3cf5056b132d03866e4c8918489b4c
Ontario Public Service,"$143,916.06",$229.81,Attorney General,Presiding Justice of the Peace,2001,1da724581245266d0d5ac48e3a566b6ef84b044b4465723101c93841ff7975c0
Ontario Public Service,"$173,584.49",$345.75,Attorney General,Counsel,2001,cc84b6d7ae76f259f70cc7fa1fa975899ef7f94ac3ca8b64999d3f164ff31524
Ontario Public Service,"$178,777.67",$360.63,Attorney General,"Director, Legal Services",2001,2ca7773b919e9c6a4fadb24f9e11d9283fcc757e535cac37871d1f41b5151d90
Ontario Public Service,"$157,081.11",$312.78,Attorney General,Solicitor,2001,6bd3efbc7e6c3809a57e7ccefe377f932499441bf2bb841ad57889d740705289
Ontario Public Service,"$181,065.07",$360.63,Attorney General,"Director, Legal Services",2001,1df07fe3aa0160e82eb78de738d2e88e0227302d88622cbef6a9a72932e01ecd
Ontario Public Service,"$142,749.48",$323.16,Attorney General,Assistant Crown Attorney,2001,663b0b6d4d351884a4b8c7fcc276b846bfd21a778e08839384681beb69218ade
Ontario Public Service,"$194,326.79",$352.02,Attorney General,Assistant Crown Attorney,2001,ac419325f4618f82e9db6af21827f58b6aef01c020655e6754b188577f67d213
Ontario Public Service,"$179,575.45",$359.55,Attorney General,Crown Attorney,2001,12578a3e5aeb7516088e6aa00be49656f54cf1d05dd0def0e7cef12a34f1f2e7
Ontario Public Service,"$176,829.72",$353.11,Attorney General,Crown Attorney,2001,8d0c8202ec43c1f30229d103649d9814ef6c232d9f55565779f2d7be94e2ce18
Ontario Public Service,"$160,953.23",$329.31,Attorney General,Crown Counsel,2001,52d81ed0591efc91f78001d088ab4ce6078588a1ac309aa404477f82642cb393
Ontario Public Service,"$156,960.28",$312.78,Attorney General,Assistant Crown Attorney,2001,4e33b4b31ced7b539c72878c978a8781b2ea8548218ef0c0395ff912633ca321
Ontario Public Service,"$157,379.18",$307.19,Attorney General,Assistant Crown Attorney,2001,602a130093679bfd795da1d1e1c8e5dc69cd6ba88b3b30b3415459e85cb638f3
Ontario Public Service,"$157,081.11",$312.78,Attorney General,Solicitor,2001,6313f3318c68b4295ed457c39259f9ea96fce359fa524387be265b77191e68c4
Ontario Public Service,"$117,531.71",$232.77,Attorney General,Counsel,2001,7570bedfb4bd90edd4c48e6b0030d75d9c0573cef2e5939c169d2dd42ac5b089
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,319d0c7018f9d00fcae43ac804488b8a6b94977262cb3c85a133a392290e4945
Ontario Public Service,"$172,620.31",$0.00,Attorney General,Assistant Crown Attorney,2001,fb93085948b005d0425f17458333ed71500f4db46be47d62f28fa3354a778202
Ontario Public Service,"$181,069.57",$360.63,Attorney General,Counsel,2001,8dc2cd005d8a93b9b3e38f5608be280d4f5f4ef89f56552c4d62cc32d78b4276
Ontario Public Service,"$172,552.14",$344.25,Attorney General,Assistant Crown Attorney,2001,cb2288b94c080a047a213c8f286d2a63165f3dab49f7cae55d4199769fd398cb
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,60f6a7bf80c404faeb91c5c094e9ca7701c579c7d27867ca20a8b6e855d327b5
Ontario Public Service,"$119,793.10",$0.00,Attorney General,Counsel,2001,b0a00897250d734186dd357ee5ad29525a57eb408ff603ad3cc7695b765cb22b
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,87e770fd80def967e40cbde837eb320843b47c775703fa5e4ddcdf61c29acad6
Ontario Public Service,"$114,799.04",$228.06,Attorney General,Legal Counsel,2001,a9e15be956548b645889f0f7edf9bffe66b1a20613df75aea0f341de88609112
Ontario Public Service,"$106,512.35",$215.04,Attorney General,Assistant Crown Attorney,2001,86741e8bb891611eb0d0c1235876f86074b4863cfddccbee48433f18539b237c
Ontario Public Service,"$139,756.69",$273.51,Attorney General,Assistant Crown Attorney,2001,3e1946cbfce81db0c8c9aac8715d01b957a5398aab1f58c95b5578bab5e068d4
Ontario Public Service,"$105,638.48",$140.58,Attorney General,Presiding Justice of the Peace,2001,27ea2a1c6ed49fbdcc09b0bcecdb5ab3705b3d52598d2b4d91581652a6d0b923
Ontario Public Service,"$185,550.56",$350.10,Attorney General,General Counsel,2001,2216f8acdcee96aedc0e1b0826f841de6f9f8bec0f58f1dbbfd070c0f4755865
Ontario Public Service,"$112,610.37",$221.49,Attorney General,Assistant Crown Attorney,2001,a73f1708c71c2505e65e36c2ed91c7218a3e395f3c52cdc496a6f9eee06e8504
Ontario Public Service,"$114,646.24",$228.06,Attorney General,Assistant Crown Attorney,2001,57174609be4c36aef2c569952f4ff574fb68d2efab858d4f50b406b576debdca
Ontario Public Service,"$143,963.97",$287.46,Attorney General,Crown Attorney,2001,85c744ef1072d535868ef993a3982769021e852dee9c54845706751d826db3b7
Ontario Public Service,"$124,493.89",$250.23,Attorney General,Counsel,2001,005546e71d3b26a8939f417ecc3393a40065859771d1c43e11373545f17ca73c
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,f03313bac663a43c377ed060b8650eac111fee6bed0020225afbc5e71af9b711
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,6559d5e8f484af09e7f623b063e645974bf5b23b0e47538c9a905aa20c958c6d
Ontario Public Service,"$184,521.80","$4,987.07",Attorney General,"Director, Crown Operations",2001,583cb3ca2b7ab5301ea7e17bd1cf35b39f5377b8a04aad2e3dcd280885b0880e
Ontario Public Service,"$110,334.95",$117.73,Attorney General,Presiding Justice of the Peace,2001,40f3b05094dfa680518fd3edb441a51b3ff78807e6214c4520db27561a3f3984
Ontario Public Service,"$157,081.11",$312.78,Attorney General,Crown Counsel,2001,4147ce367d4650ff0cc446becae76fa30a877cfb9de599106a3f91455ac67569
Ontario Public Service,"$152,382.44",$312.78,Attorney General,Assistant Crown Attorney,2001,b041b9a920ce1d16c44b764dceb351a01281c5f75a704b16b6cef8137fed4d1b
Ontario Public Service,"$135,042.00",$221.75,Attorney General,Presiding Justice of the Peace,2001,dda3e9e0bfce2d5043649740b2d7a750e9830d0806602d19be1760323d53f70f
Ontario Public Service,"$156,305.29",$311.04,Attorney General,Crown Counsel,2001,7be946bd91ebaaea26167037a655f25ed696aa8e595af73ceff2d2980c93bef2
Ontario Public Service,"$100,358.62",$181.60,Attorney General,Counsel,2001,98b314673abb7c3b5996fbe414e26505992daf8fecc256378d6d49c5a442ae85
Ontario Public Service,"$187,132.76",$372.72,Attorney General,Childrens Lawyer,2001,ad7d6a9992ffff24afc9be7af618f77dc7d6719b86754777f1865b890d641565
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,d399d2c39c3af2c3aa51b45b3bc9419ed79ce31264528738020589d32560cc10
Ontario Public Service,"$123,888.03",$246.72,Attorney General,Assistant Crown Attorney (des),2001,febad5f4a21a99557139e6e548e55158bd332aeea11437ec30cf260510c025f8
Ontario Public Service,"$102,180.41",$201.51,Attorney General,Assistant Crown Attorney (des),2001,b83c3e5d6dbc8857f329559119e63dd7b3d53951d4a3cdf68d3e511727865a6b
Ontario Public Service,"$123,935.09",$246.63,Attorney General,Law Officer,2001,cb25c4cef28b774f973a3e1f1fbbe44cef045e1e87312573a23e69e821d7a5c3
Ontario Public Service,"$157,081.11",$312.78,Attorney General,Law Officer,2001,f81e4322683a31ccea5fc74f60a4ed519213461e53dff39a0cfe51e8570bc4d7
Ontario Public Service,"$174,234.96",$0.00,Attorney General,Provincial Judge,2001,0275042308447bf6561d67ea7bc46c1dfc2938cba4db9a810b4fa7794db3d866
Ontario Public Service,"$173,554.34",$345.75,Attorney General,Counsel,2001,9f8abde9ee9660bdb245eb37fa4385881e335343ef7dd30d13f9cc4a5df9d87c
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,03966099618b7289c2210508c1f4eaac4410fa5c8dd4a29277deb2e80ed45cb8
Ontario Public Service,"$174,813.07",$347.43,Attorney General,"Director, Civil/Family Policy/Program",2001,e6670a425fbc46bb2fb073f565723a7e12c67ecd4ed164902bd5334f1886f693
Ontario Public Service,"$147,501.06",$311.13,Attorney General,Crown Counsel,2001,8c5adaca86955b32799ea14062de0d3bc443e9a61f9d93130883a0ec7362852c
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,8a403489e15e7a6f8c4fbea92cb992d9f361f0f83f0b7b9b2ac4c52d97b54c49
Ontario Public Service,"$152,040.98",$302.19,Attorney General,Counsel,2001,1883dd8738a58797fff30748f121421d6fcbf1ce4ca1a73a9ee698cf065567ad
Ontario Public Service,"$105,908.01",$0.00,Attorney General,Counsel,2001,8b86e46e2e724b36d06ad695b801a43af5ad04404cb41f7af458bb6716e70df6
Ontario Public Service,"$132,574.69",$345.75,Attorney General,Registrar Of Regulations,2001,b41f85a1e23535e1e543e9d7d71d89ca2758e8820212c21c8bc6a52f9ef93f2c
Ontario Public Service,"$110,814.23",$268.20,Attorney General,Counsel,2001,0eadf8bdf26c42b57d2369203760f9f7f76477fb54b89ac5118fb50397fab981
Ontario Public Service,"$104,577.52",$0.00,Attorney General,Assistant Crown Attorney,2001,f0af9633d63bc1fc6bb32d8c881503266846781e52f46f0bf3d26c0b140dbc65
Ontario Public Service,"$107,063.15",$215.04,Attorney General,Assistant Crown Attorney,2001,b4b7b61df66f1a1e5b2ef2c4b9633a0a1e178dc9de73ad823df41b0689afc416
Ontario Public Service,"$114,383.94",$190.63,Attorney General,Presiding Justice of the Peace,2001,49b424e4d2a5d17e77a473087b88a259d69a7f34947fdd2ae8129a0a27a42c74
Ontario Public Service,"$151,668.67",$312.78,Attorney General,Crown Counsel,2001,04ce5601be4f6c88b113a8b07a17157c7200e62a3c406be92ade548377b59eca
Ontario Public Service,"$103,893.13",$181.60,Attorney General,Assistant Crown Attorney,2001,8ce3c7610ed8155ce6c946570c78c8f77708b9acc1e1a870ac77f9376729c2e7
Ontario Public Service,"$109,857.05",$176.74,Attorney General,Presiding Justice of the Peace,2001,b21425dafd784af53e4da7594760f0926f11f4d6e1d7a5648542b6d6a37a0f6a
Ontario Public Service,"$107,744.00",$215.04,Attorney General,Counsel,2001,36fdb4adc438ce87b119a75f2fca5137a7359811d33573eedc5f52db8d562e7f
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,26bc2715f8a32e7c64172908b323a6ba2bb905ccbdf42145cc7ca3469c2e4e60
Ontario Public Service,"$172,549.16",$343.26,Attorney General,Assistant Crown Attorney,2001,933fd6c441ac95e8199d728038924c48ccc379622de85f1196dbaf02b94b5a1a
Ontario Public Service,"$189,002.86",$376.47,Attorney General,General Counsel,2001,5f8b17c4812371f4d423094fdd958cdfcd5697862185c54691ab406db02beb5b
Ontario Public Service,"$181,069.57",$360.63,Attorney General,Crown Attorney,2001,d01a65e813acfcfc6e29949ce0c9d07975a3f2c46410fe736b6034013b593a61
Ontario Public Service,"$101,295.05",$176.74,Attorney General,Presiding Justice of the Peace,2001,22ec841beebc183baf4ff0866c857341730d4a06f5a205e5969ba1c4b0523c22
Ontario Public Service,"$174,234.96",$812.40,Attorney General,Provincial Judge,2001,15d978a574c15caee1d4d6ec9f402a7707c34dc540fcb49701cbd284f80127b8
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,f95222b1b4c01221a71eeba9e557b88134e158b1a4a107acbe508c20772c3a9e
Ontario Public Service,"$104,973.38",$209.26,Attorney General,Counsel,2001,2df4734b04929599cdd06e766aa4254a6744ca156cc9441abe27cd055ef34a31
Ontario Public Service,"$174,234.96",$0.00,Attorney General,Provincial Judge,2001,f292dab5912e60eaf02ace5ed31e4481dbe89e51418b313a33fa1d26db56c212
Ontario Public Service,"$132,891.45",$271.59,Attorney General,Assistant Crown Attorney,2001,d96ac3739549a738bee7beb20ed14eafe46795d3f1f1f2cc3498ca80b1cb124d
Ontario Public Service,"$121,581.65",$0.00,Attorney General,Crown Counsel,2001,42997806e93c627b4f238ca4f2a73f06f5b3458229c5ca9e372661a78c9ce7f8
Ontario Public Service,"$174,234.96",$0.00,Attorney General,Provincial Judge,2001,acb2273ed51c8f5fc5d4399d9bb3de33276d0f31924df066c72dd3d7f6a22888
Ontario Public Service,"$157,081.11",$312.78,Attorney General,Counsel,2001,faf72c15d02ee98a56ad2c818576412de38ad50e22d7415ca50d747236bca390
Ontario Public Service,"$110,409.55",$181.06,Attorney General,Assistant Crown Attorney,2001,48ceb0a8b8072cde005b12666479238053af42c93f56446d1c66d086f129e903
Ontario Public Service,"$129,507.21",$259.29,Attorney General,Client Lawyer,2001,afb959f973f3b7051d8e33b6d58e3753d3fb0abe334b7de1df97d8bf1b451783
Ontario Public Service,"$157,014.79",$312.78,Attorney General,Counsel,2001,399d658489b7c4b3c5d8a8a5656daf7d7de9bf7d7fecd0a6a1ee557016e4c2ab
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,267f8a35524a941f67e8e1869cb89d10429dbc5574a0a063a39bfd7fb9058462
Ontario Public Service,"$101,190.94",$201.51,Attorney General,Assistant Crown Attorney,2001,e86fa4ef688182a586557f3ec22b153284a6a08493dff0a251dfb38a94554fb2
Ontario Public Service,"$106,960.77",$215.04,Attorney General,Assistant Crown Attorney,2001,64749396d57d14aa24f3aa3ed29665ad7fafd54a0164f57804a711bcdd447191
Ontario Public Service,"$108,728.01",$218.19,Attorney General,Counsel,2001,d02e3518ca8458e154189a5a2375563dbee8ae2015766f913a73c806c8ebfdaf
Ontario Public Service,"$110,957.16",$254.85,Attorney General,"Director, Facilities",2001,5e5e081463a4470bdc5039f95ad3fe0f658c09a3f4dfcd9af9ab52e363bf7c21
Ontario Public Service,"$113,488.38",$225.63,Attorney General,Assistant Crown Attorney,2001,3a8d464e1b2f2951bb0df0dae92aafe9745045382c089aa461bba71916ebec85
Ontario Public Service,"$125,910.45",$250.65,Attorney General,Counsel,2001,33273879467cc63057f96296725cecf524a95f2967c97f63859b1882cd2ea65a
Ontario Public Service,"$166,412.12",$330.96,Attorney General,Assistant Crown Attorney,2001,19f760859200dfb8812eb85347dcf39e525d0b4de71dab6f60131e70429ddd07
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,d291b0422282333c69418f7df757258d3439fa77cbef2c82c350cc873476cb3e
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,3a3125bc43a3f06e29f5be3df6def080ba94ffb7e27ccb53a4fec6d246412667
Ontario Public Service,"$111,359.29",$221.49,Attorney General,Assistant Crown Attorney,2001,7a02222f53fc6f8fcdb5201a6cac34e9cc37d256352070019fa3e1e460764801
Ontario Public Service,"$181,069.57",$360.63,Attorney General,Crown Attorney,2001,ca2def821483a5cd67a45234dd89b101d1015a141f5750190eba1a344a2a3731
Ontario Public Service,"$107,609.16",$176.74,Attorney General,Presiding Justice of the Peace,2001,c922e927d4c054ee72689244807deddde7f3ed2264065833e562467653b1dd6a
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,9f589643ffb8903dcc080e21737d2e5a38a166c7c5caf070af71877e9e0ad3ac
Ontario Public Service,"$156,754.98",$312.78,Attorney General,Client Lawyer,2001,c569a6d3f4d391a21b75074ea515aee876069dde7b4a97af36d3a661063c856e
Ontario Public Service,"$116,126.84",$0.00,Attorney General,Crown Counsel,2001,40e20dcae4d36ae1a318433b6d515c1fca0b54ac60c9527d704637000cbbffa8
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,64e4310410d570d87856b5d607ad91d68cc18fffac3e1e4bf742d71ea5e0b296
Ontario Public Service,"$113,785.70",$176.74,Attorney General,Justice of the Peace,2001,b221dd99eec5869aa23a74d6daacb30a3846937065673ab33fa09c65e25093b0
Ontario Public Service,"$173,584.56",$345.75,Attorney General,Assistant Crown Attorney,2001,e9f7484238254955ee604b7cf34de6503ae0e01b523b2920970bb11cfbac77af
Ontario Public Service,"$127,144.97",$253.11,Attorney General,Assistant Crown Attorney,2001,6c408cb3feded518e9c306f93d70f5167de4a5067b8b773a0a8d3ca2ff10182f
Ontario Public Service,"$173,439.40",$345.75,Attorney General,"Legal Dir, Personal Rights",2001,be5bb8772b17fe00572726eec108f4a9447851d85f89c8ccd1ef0a9e45f0a5a2
Ontario Public Service,"$134,548.63",$267.72,Attorney General,Assistant Crown Attorney,2001,ec4507960829577bf3c21db13c2d4ea6c9ff80165327082de93796dbb0883ee1
Ontario Public Service,"$107,792.77",$215.04,Attorney General,Assistant Crown Attorney,2001,4106d5f42b745c62307426489d7cb1396141ffc4cc8ef5d2015de88c9539b78b
Ontario Public Service,"$152,505.52",$303.42,Attorney General,Assistant Crown Attorney,2001,be17766d907ef8809a14efd9564fa7e8cc478b41be74f2e7379e87894933f4f2
Ontario Public Service,"$115,544.00",$176.74,Attorney General,Presiding Justice of the Peace,2001,dac08f7c93f276cbb591a431cb6fdc1fcae6b6fe1f5ab09614cd2e8d294f080d
Ontario Public Service,"$125,970.41",$250.32,Attorney General,Assistant Crown Attorney,2001,c162b22c885f7a5df66846c4ffb2a1dea2497b46e3ad251df4f5749d74d50803
Ontario Public Service,"$125,994.20",$258.18,Attorney General,Counsel,2001,c162b22c885f7a5df66846c4ffb2a1dea2497b46e3ad251df4f5749d74d50803
Ontario Public Service,"$107,628.25",$166.66,Attorney General,Presiding Justice of the Peace,2001,b47c33c0117db4b1b85ad5a9aca15c9ae50e6318bde2c9ea4d550b7e5feb9721
Ontario Public Service,"$157,081.11",$312.78,Attorney General,Counsel,2001,692b3c2f82ee1b48a81f33b15c892eb690d3563e4e0e134a1d07f3b01d2f1cb6
Ontario Public Service,"$157,110.87",$312.78,Attorney General,Assistant Crown Attorney,2001,c4d7e647000af6d002cb5b772450b942ef828f657fad6068da114cdc002bcfe4
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,05a8a6f24cb898ce106bcdf0adf3fa9c26280e64911e14416713c3f3d02afb57
Ontario Public Service,"$107,708.28",$176.42,Attorney General,Presiding Justice of the Peace,2001,2de23766d0eac902413ce32f67deb9543e1b77d0155c189e91f4cf8a63371cbc
Ontario Public Service,"$145,580.80",$278.67,Attorney General,"A.D.A.G., Family Justice Services Div.",2001,a417b373ad364ade32ec7ee6068ecd3517e5e6eab5648dfb7c9a0b8d0614811b
Ontario Public Service,"$102,150.26",$176.74,Attorney General,Presiding Justice of the Peace,2001,e4b049738c54ef784e53721889e9507906afa4e8dd57a2293f5069038b68f26f
Ontario Public Service,"$107,393.60",$0.00,Attorney General,Assistant Crown Attorney,2001,05606366e9e965c5204d9580294a9a9319232332c1089d88d472d8e89d7f6ed2
Ontario Public Service,"$180,731.80",$359.97,Attorney General,Crown Attorney,2001,e7f16e6dadee78f7a6c77c4e7896cb658cd494c03a75f7dde4f450654f4b3f07
Ontario Public Service,"$118,591.91",$238.38,Attorney General,Counsel,2001,b2bca3e16885f2efaad3bc637e6fd042f2910790ba4605b56c37fd06428ba11f
Ontario Public Service,"$112,266.05",$0.00,Attorney General,Assistant Crown Attorney,2001,0583c4767b11cb4ade42aa78d4595f7c8684d63472262168c990e82df6d672fd
Ontario Public Service,"$180,446.79",$359.01,Attorney General,"Director, Legal Services",2001,f84818118882eab1dea76194f540aceddb192a5f60515305284d01fb8ca7796e
Ontario Public Service,"$133,916.06",$271.68,Attorney General,Assistant Crown Attorney,2001,f64862c31440b4c7cbef8a6aff48ad95852e83b4de50b9ba4475c00512905382
Ontario Public Service,"$109,117.44",$218.19,Attorney General,Assistant Crown Attorney,2001,5166b285350fbc086e9e4b98e2995f9bd741dc342fdeb6cc4fdf96a48823fab9
Ontario Public Service,"$108,765.57",$60.03,Attorney General,Assistant Crown Attorney,2001,47225ee8deb77d534ba5f7a3cbfaa69bf35d08979cd8f5a5334264f2ca16cb52
Ontario Public Service,"$115,518.84",$229.05,Attorney General,Counsel,2001,6b3be4ea048e15cd18df1e1c913860b33a77f4432cd8898847858aa3fd391f80
Ontario Public Service,"$157,040.31",$312.78,Attorney General,Legal Counsel,2001,58d160203c2d6e1d3beb7fcb26ec2dd5378b8616f552cbd64ec0ddda22fafb3e
Ontario Public Service,"$182,711.06",$362.99,Attorney General,"Director, Crown Policy Man.",2001,16ae5e5c4b341439a0fc7bc18b10d859e4cb437839144747ac61727409c52f87
Ontario Public Service,"$112,053.79",$180.98,Attorney General,Presiding Justice of the Peace,2001,5181a2e79cb6398d659daff0adbe3e25dc91697f883ae15e2dc66147ad9529ec
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,b309c3f01fd053e344ff72deb61834a450530ae1938484de0a54312636f8e796
Ontario Public Service,"$171,586.86",$414.99,Attorney General,Special Counsel,2001,139072eeeeb5a6779c596e6a93e26622eeede87d5e18d2c7f17747d001c4d2d1
Ontario Public Service,"$168,154.86",$333.42,Attorney General,"Director, Court Operations",2001,eb7042e37855cb929514ad7268f4df5ee7bbd98eda273065bdacac7740dfbf3e
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,a37741966181316382f8b63c12210480e316048c128d688750688d926f8bb8ba
Ontario Public Service,"$122,844.15",$199.30,Attorney General,Presiding Justice of the Peace,2001,bc6bd4a96ba1b1bd361ebd9b0ef64e3748e15e7bd82799c091cf57fc038e320a
Ontario Public Service,"$174,234.96","$3,625.62",Attorney General,Provincial Judge,2001,649953c288ca21a3fe2e7e533afb7fabf379166f2ec0a3dcd8d0237391f9bd07
Ontario Public Service,"$105,895.53",$0.00,Attorney General,Assistant Crown Attorney,2001,ce1519c59066af12d608caa296483d9dcbe816025955d6e48f8d1dc67c1217c3
Ontario Public Service,"$109,773.65",$221.49,Attorney General,Assistant Crown Attorney,2001,d8ffff8608907d58cd89b707bc4ae165592cfecd32803a956cadb9147e9b9689
Ontario Public Service,"$100,758.07",$202.80,Attorney General,Assistant Crown Attorney,2001,8ac4c57b6a7d42cb216e0e4dec93d56634fe66fef8f9ef030b250cfba3ca56fa
Ontario Public Service,"$107,923.45",$215.04,Attorney General,Assistant Crown Attorney,2001,b91d0cd37a77a04d0bd4b0cb0ce154601a39d96448afb1e11df726083db737f7
Ontario Public Service,"$173,570.11",$345.75,Attorney General,Legislative Counsel,2001,6322b7d991cb2c8646d7a0cd0e658d0b59329c2756b337b8cf20b838d9da00eb
Ontario Public Service,"$157,081.05",$312.78,Attorney General,Assistant Crown Attorney,2001,a39c1b1f8d8a2c6560727034c0034b2d27b418b6dd4566270320c7b65574cf49
Ontario Public Service,"$171,028.16",$340.29,Attorney General,Assistant Crown Attorney,2001,49f13d9fa07a918dada925642f55ac1741b0de3fe2dc77c4f6a6fa90cf8bda98
Ontario Public Service,"$118,393.34",$292.50,Attorney General,Case Management Master,2001,ae5b0aaa83af2c39e41bf65aff4954dce813e8907680b2acbbb9e6aed9dd8725
Ontario Public Service,"$106,587.52",$215.04,Attorney General,Assistant Crown Attorney,2001,6858f08e4f3115cb30bf2299fb5e7a6b98eccf57c252d598c26c069ed367f3e5
Ontario Public Service,"$142,239.47",$282.99,Attorney General,Assistant Crown Attorney,2001,10cc802cc3e3528d408df4b2fc9e7bc7310d3a619102070790f03fbcfb6dc742
Ontario Public Service,"$157,081.11",$312.78,Attorney General,Legal Counsel,2001,9ac3d0bc2b6a2f694776dfe1cb10f904466ca82688bf15ac5d9518679610c927
Ontario Public Service,"$174,234.96",$0.00,Attorney General,Provincial Judge,2001,a54d8f84d8bed58ebe62f29c5a6e765f6d828561cc142e601f1d1defdc812c5a
