Sector,Salary Paid,Taxable Benefits,Employer,Position,Calendar Year,ID
Crown Agencies,"$116,582.00",$425.00,OMERS,"Assoc. Portfolio Mgr, Private Placements",2001,3afca6edef3bbbcc8130ad111f8eb75475521605265c71949a150d6b6773ea14
Crown Agencies,"$238,492.00","$17,738.00",OMERS,"Senior Vice President, Pensions",2001,b06c951f3084014117387cdc9983d9dd819358b15874129ed4fabf0be7c6a7a2
Crown Agencies,"$100,700.00",$401.00,OMERS,"Associate Portfolio Mgr, Active Equities",2001,29913b26405346013c79929a0a14d60c88a92c2a96b50c9107269504bbac2a95
Crown Agencies,"$144,826.00",$577.00,OMERS,"Asset Manager, Retail",2001,32f14d3f6a69015d4deb55dbf1ac4bdd7084d44e408ca83fc022cc57a894a699
Crown Agencies,"$141,263.00",$561.00,OMERS,"Asset Manager, Office",2001,1ade54781bd33b0d69dc7d859e5effefda36dc16f6362e4b9afbccd83ef808ac
Crown Agencies,"$156,711.00",$620.00,OMERS,"Vice President, Corp. Planning & Budget",2001,cb74c34582a146b91379a7d88cbd621eca5774fafed9a24175386dda327e5e34
Crown Agencies,"$228,893.00",$612.00,OMERS,"Sr. Portfolio Mgr, Private Placements",2001,52b0e4c955809d156252bab58754c9267e7f3d12de75718f304f82ddd8ed6800
Crown Agencies,"$212,663.00",$581.00,OMERS,"Senior Portfolio Manager, Small Cap Fund",2001,13c84818cb03992840c6fa1b3525288cb3521f5c8d35d1f925b902209b015512
Crown Agencies,"$111,234.00",$446.00,OMERS,"Mgr, Merchant Bank. Private Place. Srvcs",2001,f3513e510216db2a9a8976764e611e1fa8a88d7cdca7d61ed07799b17b059b92
Crown Agencies,"$110,651.00",$407.00,OMERS,"Associate Portfolio Mgr, Fixed Income",2001,17829af7ce4ec7da0ae4bc0637cc857aa7aaf8aa62c82d055d8ddfe33d49f594
Crown Agencies,"$121,281.00",$520.00,OMERS,"Manager, Investment Accounting",2001,6adad997db17cb0933fa694bfdad88bf2b8514bc52e2ddb180edba285ecb3587
Crown Agencies,"$236,526.00",$638.00,OMERS,"VP, Economic Policy & Strategic Research",2001,f9bfc10be25fb21b000f89b9d372302503bea139fcdb91d603c2051df480c5a1
Crown Agencies,"$173,782.00",$177.00,OMERS,"Vice President, Private Placements",2001,184469664046024d9ee5a0f079465de3181f05b4c3f64e632455939c5c231a52
Crown Agencies,"$123,418.00",$452.00,OMERS,"Portfolio Manager, Derivatives",2001,34a44d0ea99d61105dadceff1f98a3367b42a155ad713ef8dfcac625f43341b1
Crown Agencies,"$189,370.00",$532.00,OMERS,"Senior Portfolio Manager, External Funds",2001,e875277594c5a084a49a8756fda20974308701402a8601559151759c036dc618
Crown Agencies,"$175,123.00",$531.00,OMERS,"Portfolio Manager, Fixed Income",2001,906745cfde77cca5444ac389dd6d01131353942d40011a903e9af4b730768e50
Crown Agencies,"$155,644.00",$575.00,OMERS,"Vice President, Financial Services",2001,b05274e35e808215d75ef045d4984717e3995fe380110694ee0d5dabff989810
Crown Agencies,"$169,315.00",$504.00,OMERS,"Portfolio Manager, Mortgages",2001,753f6e2eea5358a8ff9f58aa0d4c37f7257dd77b2c0cec6aaeff3fe6494609d1
Crown Agencies,"$230,780.00",$648.00,OMERS,"Vice President, Derivatives",2001,e54d34ea639fdb5c8c3a5ec18fd6c3ae76155de9f3ab034c2a4bef14c093ea85
Crown Agencies,"$166,346.00",$630.00,OMERS,"Vice President, Pension Systems",2001,014e9074e165c50f12f63134a85c6567436d8d7c618f927cefdd13acebf02aee
Crown Agencies,"$107,594.00",$386.00,OMERS,"Senior Analyst, Systems",2001,5b6f38f9e08f8e5dc9bcf3e1bbabacb051c7e832104af362c18d469eb8477c71
Crown Agencies,"$111,526.00",$512.00,OMERS,"Mgr, Planning & Performance Benchmarking",2001,5f094d4732c3b5addf58c854fdfd61c753d397f8e45c4e02b6e77a1e5635dcf7
Crown Agencies,"$259,593.00","$13,281.00",OMERS,"Sr. Vice President, Finance & Admin.",2001,2d37c460332b9a1586cd25fecc018ffa44263696b5c2a8921a81016d3c39d973
Crown Agencies,"$199,064.00",$673.00,OMERS,"VP, Accounting & Financial Services",2001,776ad866c4c6800b2a77628574f7a6f047f349ea5c8e9b3b40234fbda0bd65b7
Crown Agencies,"$148,682.00",$504.00,OMERS,"Portfolio Manager, Private Placements",2001,02c47f6054eb4458c28b4eea25ab036119d80335db4b2e9333a13c0943c3d55e
Crown Agencies,"$254,047.00",$818.00,OMERS,"Vice President, Portfolio Mgt. - Office",2001,50cd2854e3a5201be521088e448a6f8702d53252bd568644aa0bbbc613b33665
Crown Agencies,"$111,677.00",$422.00,OMERS,"Associate Portfolio Mgr, Small Cap Fund",2001,68ad33666aff805949aa678ea57ed74a35cbe403da6d900b65217df4bd7fb9e8
Crown Agencies,"$512,794.00","$1,332.00",OMERS,"Senior Vice President, Investments",2001,aefcc9ae1ed9bb2928b434e6023ded4c48509d23a4aeedbbd0ade26e2e70013d
Crown Agencies,"$126,287.00",$553.00,OMERS,"VP, Pension Policy & Communications",2001,1ba3778c6663ce77062fa2ffbcfd1de865c14ac8645360a89e3ce3eb0828f2ff
Crown Agencies,"$120,980.00",$0.00,OMERS,Human Resources Consultant,2001,57b3e11c2a6d49da99c59a5a3c47f9c7561bac080051e0b95926eb895f57e538
Crown Agencies,"$106,576.00",$0.00,OMERS,"Manager, Special Projects",2001,682ec646ac5020ef54db27c005c2990dea9900a8033e0fa2af81d8ee2f9bcafa
Crown Agencies,"$111,592.00",$435.00,OMERS,"Team Leader, Application Architecture",2001,7249c014c287cef2ef1a68d43da54bbbd016655a4f3af6d2b5d84b21db56109b
Crown Agencies,"$299,261.00",$783.00,OMERS,"Vice President, Fixed Income",2001,76cff05bcaa45c819317112c76e8a90a28d938a376d0bcc868f5d4c6cc4a6cd6
Crown Agencies,"$105,798.00",$0.00,OMERS,"Project Mgr, Pension Surplus Initiative",2001,bcd351255cc1b94822325f9b1e3ff4ee8da6b4d5da31dc2a65ee5655a1005c47
Crown Agencies,"$165,990.00",$520.00,OMERS,"Portfolio Manager, Real Estate",2001,d775da8f9373f236ceec9c108cffddd598b654b51010df21689cdaafe130c6ac
Crown Agencies,"$176,077.00",$545.00,OMERS,"Senior Portfolio Mgr, Indexed Equities",2001,52d11a203c2e807648340a8b0f54d36b1fbda8061d0e520659394038606f7fc4
Crown Agencies,"$126,903.00",$508.00,OMERS,"Portfolio Manager, Private Placements",2001,b90dde0132bd0f166d90d62e9badc6ad29e66b8fd8a83329a3977053329e2bed
Crown Agencies,"$430,303.00","$1,285.00",OMERS,"Managing Dir, OMERS Realty Corporation",2001,4738e56ea27911b6db37a1957bad1ed3504297def49289f50e601c896948bc05
Crown Agencies,"$274,038.00",$782.00,OMERS,"Vice President, Public Market Equities",2001,a4d2de43c9428fde595ca9833d859194f8047f2a781ab1b186d168cd9f6b82b5
Crown Agencies,"$170,196.00",$527.00,OMERS,"Portfolio Manager, Fixed Income",2001,87174357763993d6d68496afc63d5b30190b641faf8ed6ceba0248cb013b7e46
Crown Agencies,"$102,748.00",$401.00,OMERS,"Sr. Bus. Systems Analyst, Corp. Systems",2001,c38078b9786ca3320568ba81c39121d5e054225a38b1ef0253e7338286f93158
Crown Agencies,"$107,280.00",$0.00,OMERS,"Manager, Special Projects",2001,cb7245a7953f970fd2520ca445c5c7fea9d5a4d20ba267105a67baa28ccc93de
Crown Agencies,"$149,948.00",$390.00,OMERS,"Portfolio Manager, Private Placements",2001,611a1e2ad32077489e911cedf5f6fccc57b998e2fd1abb3f39e24491ddc03981
Crown Agencies,"$158,088.00",$481.00,OMERS,"Portfolio Manager, Equities",2001,2e6df9febe6701333369460bbcd3c55fdf540b3f276f0f31daa48eb0f2554803
Crown Agencies,"$124,458.00",$494.00,OMERS,"Controller, OMERS Realty Corporation",2001,9ffc2130e8387bc92e17c379c216cb0c8824bfb45ded21fbed1d48425fd1b235
Crown Agencies,"$288,521.00",$952.00,OMERS,"Sr.Vice President, Portfolio Mgt-Retail",2001,8c776f0aea9226814284e578ded61758dced22ed90b30397ba83b5b34ded16b4
Crown Agencies,"$107,639.00",$410.00,OMERS,"Associate Portfolio Manager, Derivatives",2001,07d13cf0ed83c97743e612e5c3023b46bdbc655984b68d375b043da6027c6bc6
Crown Agencies,"$183,808.00",$714.00,OMERS,"Senior Vice President, Corporate Affairs",2001,b83c481a845fb9af9d536c880b7483e9a8c0776ddb65e35cd8ff7b1a8a9e1a28
Crown Agencies,"$139,818.00",$545.00,OMERS,"Mgr, Tech. Infrastructure & Operations",2001,94006c0c6b16a79aa455252295fc0b159becf38a87ccc604a762cdbbfcd75393
Crown Agencies,"$207,420.00",$578.00,OMERS,"Sr. Portfolio Mgr, Private Placements",2001,1db730288825aa36c23ae119dd06321e3678b72495975d81fc41c1b32ef225f9
Crown Agencies,"$182,153.00",$531.00,OMERS,"Manager, Equity Trading",2001,4170a095b4548ad40b61367fd286a2d15b935c94f221e0cf5b5cc128b34ea504
Crown Agencies,"$142,401.00",$541.00,OMERS,"Relationship Manager, Pension Systems",2001,58622056804330c4016b2b4fde59c3f353145aeba9ae9cdf4993f930c05f39d2
Crown Agencies,"$434,468.00","$29,524.00",OMERS,President & CEO,2001,d380f2156f4d2b5bfec83a61aad5b9ddb60bb12d75bb5c34f3ce53bea12b30f5
Crown Agencies,"$127,278.00",$463.00,OMERS,"Manager, Investment Policy & Research",2001,5658ea5699a40277e3cc07a03b7477f79ebc86ca8d52e6e785fcbf0beedba744
Crown Agencies,"$262,372.00",$796.00,OMERS,"Vice President, Private Placements",2001,e25babb668470373ebc93a2d004d65fc4d1ea4f3051a6de5642524abf18b1574
Crown Agencies,"$300,673.00",$782.00,OMERS,"Vice President, Real Estate",2001,dff2be1d42464455b0160d65b6da28ab39c77c8849c8c70aca003486969c4455
Crown Agencies,"$114,127.00",$0.00,OMERS,"Senior Business Analyst, IFMRS",2001,eaa1a4d23112794f05070fae696acd89f31bfcef371f64c09ae524a05557e2a6
Crown Agencies,"$114,114.00",$444.00,OMERS,"Team Leader, Tech. Customer Services",2001,4701e4032b6ca0ffb8ed8663f4278c3f18226bce1c0b011d18fddcbbe7fc0735
Crown Agencies,"$133,427.00",$483.00,OMERS,"VP,Investment Operations & Applications",2001,1da19721cfecd66fb4582871ccfb6607ebe006fc90539ff8ce48794f74204176
Crown Agencies,"$126,984.00",$464.00,OMERS,"Sr. Mgr, Compensation & HR Operations",2001,12b7124b381c5b9157e680c8dbf4d64e5a4626c0005572c69b1a55fc11d9a7ce
Crown Agencies,"$131,456.00",$513.00,OMERS,"Relationship Manager, Corporate Systems",2001,253c6ef2f1098dcec30ebaad26326b40da7e5b1652fe089be4137c1517137f1f
Crown Agencies,"$109,742.00",$410.00,OMERS,"Associate Portfolio Mgr, Indexed Equities",2001,ce4e0baed40752fb53a69762be05e04fb4984eb1f7c2aa0de7a19eae183970f3
Crown Agencies,"$117,316.00",$455.00,OMERS,"Team Leader, Mainten.& Supp. Pension Sys",2001,919b95ac1dafbaae1c660881b547c7e05bd18a043a136b81186c6b8577ee6930
Crown Agencies,"$124,654.53",$301.44,Ont.Farm Products Marketing Comm.,"Chair, Farm Products Marketing Comm.",2001,205db67616456af5eaf230ca106621443abf30e8dbf60f6798e5985270299791
Crown Agencies,"$187,103.23",$372.72,Ontario Civilian Commission on Police Services,"Chair, OCCPS",2001,44807b9a6834efa95c1964efdfdbbaefcabf5622dc9de5a91fff2305cbc17a4e
Crown Agencies,"$109,016.54",$254.85,Ontario Council of Regents,"Executive Director, OCR",2001,7d32af085930c5b2828d08bbc0a252c51f0ab61f35d9f6962f63dc044cbc08e8
Crown Agencies,"$107,391.98",$252.86,Ontario Development Corporation,"Director, Loan Administration",2001,039d67eab06aa1949aa7bf93ad120f61f6124a8e6eb8d1bcd8ab651038aa984d
Crown Agencies,"$107,075.66",$254.85,Ontario Energy Board,"Director, Corporate Services",2001,fe0e768a3df77af70697234771066bab462c4d0d0610a25d6bbdf1493fab789c
Crown Agencies,"$107,075.66",$254.85,Ontario Energy Board,Vice Chair,2001,13a87c2289a17a0c34784532c0dac3fcb4b731b495e0f34fdba8ee0249f0fc52
Crown Agencies,"$122,627.84",$255.03,Ontario Energy Board,"Chair, OEB",2001,413464eaf63d8dbcc51afff7f2f1f14097883269a885b4da313ecf0196c85c64
Crown Agencies,"$107,075.66",$254.85,Ontario Energy Board,"Director, Regulatory Affairs",2001,3884920dcf1fba55a4866ab8e8f78ae61f8f62e0faaacc9826e059583d7f4654
Crown Agencies,"$126,106.92",$303.08,Ontario Energy Board,General Manager,2001,320a22fc0314d6669bff62ec08b2cb523ca3c5e5bf39fa0175c750d771a60a17
Crown Agencies,"$139,870.01",$324.05,Ontario Exports Inc.,President & CEO,2001,fc25e4d0a025ca382b53f15f365ac7ae021aef0db9b0e600a9e00c546c3d0e41
Crown Agencies,"$102,282.54",$243.25,Ontario Exports Inc.,"VP, International Markets",2001,948ea34ad909215bbe5e6cee364108fe986118fd192235b0b6b67732a21ccd71
Crown Agencies,"$122,511.54",$280.85,Ontario Exports Inc.,President & CEO,2001,963c9d8ba42ebc1c45d0f735d4bef44919dddabad46f0acf276e2bcf2fcde2b2
Crown Agencies,"$170,479.77",$315.39,Ontario Financing Authority,"Director, Debt Management",2001,e97a11b901d00e73c7092e5ea9cda79efea2918558bb7e67783dcc0b4fec1645
Crown Agencies,"$109,612.33",$220.74,Ontario Financing Authority,"Manager, Foreign Exch.",2001,41e3ff598503ebe973f159ee42c10e9ee2722960fd638a1be52a967844ed4189
Crown Agencies,"$131,499.39",$297.84,Ontario Financing Authority,"Director, Risk Control",2001,17ec29eff3e068c611baf532d44fd6acb48b5d1ba32b0a4a1d699aa4efd2018b
Crown Agencies,"$157,828.89",$269.29,Ontario Financing Authority,"Director, Risk Control",2001,a4886e9d791c4e4e8f957bf366ca0511a3d0f4e882af275b73095e3256199b5c
Crown Agencies,"$151,943.02",$301.35,Ontario Financing Authority,"Mgr., Mtn & Private Placements",2001,cd22efd875d85c40ed12fc10fe4cef10329f7b51388d4c96fba9cafebf9826d1
Crown Agencies,"$151,956.84",$301.35,Ontario Financing Authority,"Manager, Funding",2001,27c0da93351362c1e60d5c6b8f9b76c103b94dd2570f64aa1e5676aae6732f92
Crown Agencies,"$111,782.12",$221.18,Ontario Financing Authority,"Mgr., Financial Engineering",2001,86b381d1a3f6119fce8839655a07f1c5019fc100c2c71b3bdcca33195f0450e2
Crown Agencies,"$227,785.84",$420.81,Ontario Financing Authority,"Executive Director, Capital Markets",2001,3aed68b259ee0fab6e27c5f197b6b2a53f4982e98f4918ec4601cc265ce71d12
Crown Agencies,"$275,687.95",$560.16,Ontario Financing Authority,"Acting Vice-Chair & CEO, OFA",2001,cc45113f3c1111f167c5b9a63275f2acb14139ae79a6912cfa628465f410494e
Crown Agencies,"$119,852.44",$263.35,Ontario Financing Authority,"Director, Cap Mrkts Treasury",2001,81ebbbcadb7265c136f6e09215e7b9d252a34a8241521ba486b10a4ee491956e
Crown Agencies,"$151,956.84",$301.35,Ontario Financing Authority,"Manager, Derivatives",2001,5a7b26428630ae23ca544cefe55302fa453ebbab841cfafa3efda4c350c71fc1
Crown Agencies,"$138,940.23",$288.56,Ontario Financing Authority,"Director, Corporate Finance",2001,a10e96fd1b645b09fc334bf9d24825e2241c230444dc0ba6010cefdf9e478765
Crown Agencies,"$157,081.06",$312.78,Ontario Financing Authority,Legal Counsel,2001,951bef9b43a96d90d72bb84ead5fe98d2e9e2985d5bcae554079afc25309400e
Crown Agencies,"$634,642.76","$5,790.46",Ontario Financing Authority,"Vice-Chair & CEO, OFA",2001,8f4463f008535bf346b8c3cfdd1bcb796f23890eb00d509d9c89c5572f28e7eb
Crown Agencies,"$173,582.90",$345.75,Ontario Financing Authority,Legal Counsel,2001,976b77c6b732216f557c78f52b229aff9e9c232cafa6d68fe72f557bcbb02198
Crown Agencies,"$141,382.95",$327.68,Ontario Heritage Foundation,"Executive Director, OHF",2001,bcac25088317b5c0c1b6205ac7cfdd0b03fafe855f3eb411aaf8337ddb13f92a
Crown Agencies,"$111,865.14",$0.00,Ontario Highway Transport Board,"Chairman, O H T B",2001,fb0c430b6287d74284cd922b6c35dafb014784e5ac30be7f66ae7a50e244aecf
Crown Agencies,"$136,123.02",$324.05,Ontario Human Rights Commission,"Executive Director, OHRC",2001,664fec65214a332bd9a34752be039e4337e1b6789879c4d8af7801f0a3693b6f
Crown Agencies,"$131,715.70",$318.59,Ontario Human Rights Commission,"Executive Director, OHRC",2001,3400513b472a1889a66420ed765134de44834f160737a906ce9c0b84264468d2
Crown Agencies,"$113,191.12",$225.15,Ontario Human Rights Commission,"Counsel, OHRC",2001,ef15bed897fd31d2ad5aaff3276099044f8db24fbbd645a687376e12ab7227bb
Crown Agencies,"$124,874.45",$249.24,Ontario Human Rights Commission,"Counsel, OHRC",2001,5c7c01efdb10afb83f705ad9c937acc5b0410f2cb71a1f3408e3153fec22918a
Crown Agencies,"$100,505.97",$202.80,Ontario Human Rights Commission,"Junior Counsel, OHRC",2001,f873778ec8927e2fa8960933119e6f08a6fceba0fe68c7de54579f625e7b541d
Crown Agencies,"$165,318.43",$327.88,Ontario Human Rights Commission,"Director, Legal Services, OHRC",2001,b57e97d7c24c917400e503b29a76b2bcbb1f7fa0b7cf0901e0351eea1b9fd36c
Crown Agencies,"$155,903.11",$310.88,Ontario Labour Relations Board,"Board Solicitor, OLRB",2001,6fa0c5bbb940be032529b07737ca641d8d681329fab50aa99ade9ca7333ddd60
Crown Agencies,"$101,642.18",$247.49,Ontario Labour Relations Board,"Chair, OLRB",2001,0697b798c6ab5d35d280fe6bef79aca9ba90fb2556e178d1a2e339036d41bf6f
Crown Agencies,"$110,592.03",$251.30,Ontario Labour Relations Board,"Director / Registrar, OLRB",2001,93f50640023868cd218f4c4a187e613324edfd3e930ed8a9e187d46676263907
Crown Agencies,"$118,085.12",$235.42,Ontario Labour Relations Board,"Solicitor, OLRB",2001,116947e9a0a683f7cdaa6229ad6dddc39c0c9002dc828c8f567a443fca6c62fb
Crown Agencies,"$113,795.00","$2,173.00",Ontario Mental Health Foundation,Executive Director,2001,befc6566e6b40fb22e396067850e7e021efbd4eb2fddb653b732781751660110
Crown Agencies,"$103,201.28",$141.38,Ontario Northland Transport. Comm.,Trainman,2001,758feed895ceb34261a690a3bf8998633d381ec37212e401250ee8a3a1d54aa1
Crown Agencies,"$101,475.82",$141.38,Ontario Northland Transport. Comm.,Engineman,2001,6fe02d140cb98d6c1540c92bda3c2405db7a5dc771a219e374cc2df413be6b71
Crown Agencies,"$128,492.16",$998.16,Ontario Northland Transport. Comm.,Vice President Transportation Services,2001,1e0d4cecd34261d495932dc507fcf87a2786498d7379ff402b369aae504b28d8
Crown Agencies,"$102,944.64",$141.38,Ontario Northland Transport. Comm.,Trainman,2001,06c013d70bb83ae6d86d14b108a60f51314b96065f7a8f9cd3e364df597aabfe
Crown Agencies,"$113,830.19",$141.38,Ontario Northland Transport. Comm.,Trainman,2001,a50241bd15541ec235f1a70266d2c98edb9243982ec1789e61d41e4ba9024f88
Crown Agencies,"$102,784.09",$135.39,Ontario Northland Transport. Comm.,Engineman,2001,3031eebeb5999ffbd31e9c812c610ba35b13b31fb2e9c9f959f6f6f636ed8645
Crown Agencies,"$120,658.48",$141.38,Ontario Northland Transport. Comm.,Trainman,2001,cd2aab57dfd52a120ad8d4b9f989e919ab8851e0e19ec8b19e7f9a45590d2c13
Crown Agencies,"$139,078.50",$998.16,Ontario Northland Transport. Comm.,Acting President,2001,8e985ba55692782f43a09d2c35f94116f0be2403177c4b497fb4ca54f25f5fa1
Crown Agencies,"$101,629.92",$141.38,Ontario Northland Transport. Comm.,Trainman,2001,4ed95b5c7157f46b24dee011012920a6d86253f607b66f5e3c90f10f414e9b35
Crown Agencies,"$109,279.42",$117.42,Ontario Northland Transport. Comm.,Trainman,2001,6dba6f8aca44577d23af4d355552b090686985c67e298cc965019461fafeae89
Crown Agencies,"$108,273.00",$825.30,Ontario Northland Transport. Comm.,Counsel,2001,eb716312f0e4ac886a08fe8616224ea1a9edc0581c0c562f6ef18d43a350d576
Crown Agencies,"$124,060.50",$935.37,Ontario Northland Transport. Comm.,Vice President O.N. Tel,2001,531405d834794f2139719924790adee8171d790c65c8d7926149a007108c97ac
Crown Agencies,"$126,785.12",$288.90,Ontario Parole Board,Chair,2001,6be201d9a8d5977b0edfb3d3b6c8d3d00a028e51a4afeda8d25de61a411d9a29
Crown Agencies,"$124,654.61",$301.44,Ontario Place,General Manager,2001,01c009d0c35281a3781c99779dd37efaf7785329e34e9953d863f7c73425f1fa
Crown Agencies,"$110,510.32",$315.00,Ontario Racing Commission,"Director, ORC",2001,2dc47ef3664aa9778ba63d2f533c2b1b775f94179e10b5ea81892faa83d8035c
Crown Agencies,"$130,599.24",$232.93,Ontario Realty Corporation,"VP, Real Estate Marketing",2001,147080b4ac6f87a4651bfd6cbe1b5c4a9ad1579bd97d6efa6d2f140554699463
Crown Agencies,"$159,994.38",$706.21,Ontario Realty Corporation,Exec. VP & General Counsel,2001,8e9d59474e4185b4233f6476046bc0cf25e8ed9dd91feff0e0d3b3cb9736cf08
Crown Agencies,"$145,026.39",$295.35,Ontario Realty Corporation,Chief Financial Officer & Treasurer,2001,d19ec0bbc437b264af8743ee9ed62340edebec25dfb1c78478dcf13b5f8bee22
Crown Agencies,"$117,712.00",$224.47,Ontario Realty Corporation,"VP, Controller",2001,7d1c6949011e4da115a5f1be8b030d112d71af586ad26cc282d4020d4ced6159
Crown Agencies,"$112,498.98",$149.31,Ontario Realty Corporation,"Facility Mgr, North Bay Timmins",2001,771c804f7bf897cbe9131d9ad4ea388b85ede5f8c33adb857bda16c4bc602649
Crown Agencies,"$107,888.01",$253.48,Ontario Realty Corporation,"VP, Special Projects",2001,d733e930d5c89efc7a84d00d51b6e473c400b666d5d36db2cb073dee52e34aa1
Crown Agencies,"$137,956.63",$225.58,Ontario Realty Corporation,"VP, Facility Services, Northern Region",2001,9474ba847cabedd7041b10913ee42944d59c504405d915dcf9705e5823074b10
Crown Agencies,"$160,898.55",$714.96,Ontario Realty Corporation,"Exec. VP, Facility Services",2001,0415050ec19f03bae1802b0b7602e2f6b8b9d2155019229b530c2745e60e9b7d
Crown Agencies,"$127,971.64",$231.89,Ontario Realty Corporation,"VP, Facility Services, GTA",2001,77fec2f0fa6783e6eec92aefa73a47f6d4b2e55c9e9dc06db1e6ec1eac86abf6
Crown Agencies,"$132,270.43",$237.81,Ontario Realty Corporation,"VP, Facility Support Services",2001,b027458781bd24fd112aaefd58ff12e98c2963fb93b7f83ac1495d0886018752
Crown Agencies,"$242,327.80",$409.19,Ontario Realty Corporation,Chief Executive Officer and President,2001,82e0a433a26c67f4a581d14305bd8337f87e82fe9d5750536dc105af201b02aa
Crown Agencies,"$130,083.83",$242.22,Ontario Realty Corporation,"VP, Project Management",2001,ce81550670ba1aaf33b526b3445d3a41fd9f2ca8fb2d88acf78bbb968fe0a404
Crown Agencies,"$101,403.89",$225.58,Ontario Realty Corporation,"VP, Asset Planning",2001,027e0ffeded221646ac987858e1f25d59969ee1dde759fc15a3b09b3368f70cf
Crown Agencies,"$141,860.20",$688.36,Ontario Realty Corporation,"Exec. VP, Real Estate & Sales",2001,eee17e8653c598436f33b14a25de4af4195b4cfc641539fa19061c9e2ae8bdf7
Crown Agencies,"$153,636.73",$252.24,Ontario Realty Corporation,Structural Engineer,2001,867526742d91ce0936e9bf0402abb5ce7d41063662089c8986d84f93f6cf2100
